Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Price
Maruti Ertiga,2018,67739,Diesel,Manual,First,1033000
Hyundai i10,2011,30757,Petrol,Manual,First,287000
Hyundai Creta,2016,56753,Petrol,Manual,First,886000
Tata Zest,2014,47710,Petrol,Manual,Second,417000
Hyundai i20,2014,43372,Petrol,Manual,First,417000
Maruti Alto 800,2014,47576,CNG,Manual,First,338000
Hyundai Eon,2013,10048,Petrol,Manual,Second,224000
Maruti Swift,2018,16736,Petrol,Manual,First,644000
Datsun Redi Go,2016,53514,Petrol,Manual,First,212000
Maruti Swift,2012,83250,Diesel,Manual,First,449000
HONDA BRIO,2013,62642,Petrol,Manual,First,319000
Maruti Alto K10,2012,34579,Petrol,Manual,Third,193000
MAHINDRA THAR,2021,5900,Petrol,Manual,First,1439000
Maruti Swift,2017,80776,Diesel,Manual,First,616000
Hyundai Elite i20,2015,46801,Petrol,Manual,First,506000
Maruti S Cross,2020,21540,Petrol,Manual,First,1162000
Skoda Rapid,2018,7704,Petrol,Manual,First,668000
Maruti ALTO 800,2014,65524,CNG,Manual,First,321000
HYUNDAI I20,2013,82360,Petrol,Manual,First,415000
Renault Kwid,2016,40870,Petrol,Automatic,Second,283000
Maruti Ertiga,2018,67739,Diesel,Manual,First,1033000
Hyundai i10,2011,30757,Petrol,Manual,First,287000
Hyundai Creta,2016,56753,Petrol,Manual,First,886000
Tata Zest,2014,47710,Petrol,Manual,Second,417000
Hyundai i20,2014,43372,Petrol,Manual,First,417000
Maruti Alto 800,2014,47576,CNG,Manual,First,338000
Hyundai Eon,2013,10048,Petrol,Manual,Second,224000
Maruti Swift,2018,16736,Petrol,Manual,First,644000
Datsun Redi Go,2016,53514,Petrol,Manual,First,212000
Maruti Swift,2012,83250,Diesel,Manual,First,449000
HONDA BRIO,2013,62642,Petrol,Manual,First,319000
Maruti Alto K10,2012,34579,Petrol,Manual,Third,193000
MAHINDRA THAR,2021,5900,Petrol,Manual,First,1439000
Maruti Swift,2017,80776,Diesel,Manual,First,616000
Hyundai Elite i20,2015,46801,Petrol,Manual,First,506000
Maruti S Cross,2020,21540,Petrol,Manual,First,1162000
Skoda Rapid,2018,7704,Petrol,Manual,First,668000
Maruti ALTO 800,2014,65524,CNG,Manual,First,321000
HYUNDAI I20,2013,82360,Petrol,Manual,First,415000
Renault Kwid,2016,40870,Petrol,Automatic,Second,283000
Maruti Ertiga,2018,67739,Diesel,Manual,First,1033000
Hyundai i10,2011,30757,Petrol,Manual,First,287000
Hyundai Creta,2016,56753,Petrol,Manual,First,886000
Tata Zest,2014,47710,Petrol,Manual,Second,417000
Hyundai i20,2014,43372,Petrol,Manual,First,417000
Maruti Alto 800,2014,47576,CNG,Manual,First,338000
Hyundai Eon,2013,10048,Petrol,Manual,Second,224000
Maruti Swift,2018,16736,Petrol,Manual,First,644000
Datsun Redi Go,2016,53514,Petrol,Manual,First,212000
Maruti Swift,2012,83250,Diesel,Manual,First,449000
HONDA BRIO,2013,62642,Petrol,Manual,First,319000
Maruti Alto K10,2012,34579,Petrol,Manual,Third,193000
MAHINDRA THAR,2021,5900,Petrol,Manual,First,1439000
Maruti Swift,2017,80776,Diesel,Manual,First,616000
Hyundai Elite i20,2015,46801,Petrol,Manual,First,506000
Maruti S Cross,2020,21540,Petrol,Manual,First,1162000
Skoda Rapid,2018,7704,Petrol,Manual,First,668000
Maruti ALTO 800,2014,65524,CNG,Manual,First,321000
HYUNDAI I20,2013,82360,Petrol,Manual,First,415000
Renault Kwid,2016,40870,Petrol,Automatic,Second,283000
Maruti Ertiga,2018,67739,Diesel,Manual,First,1033000
Hyundai i10,2011,30757,Petrol,Manual,First,287000
Hyundai Creta,2016,56753,Petrol,Manual,First,886000
Tata Zest,2014,47710,Petrol,Manual,Second,417000
Hyundai i20,2014,43372,Petrol,Manual,First,417000
Maruti Alto 800,2014,47576,CNG,Manual,First,338000
Hyundai Eon,2013,10048,Petrol,Manual,Second,224000
Maruti Swift,2018,16736,Petrol,Manual,First,644000
Datsun Redi Go,2016,53514,Petrol,Manual,First,212000
Maruti Swift,2012,83250,Diesel,Manual,First,449000
HONDA BRIO,2013,62642,Petrol,Manual,First,319000
Maruti Alto K10,2012,34579,Petrol,Manual,Third,193000
MAHINDRA THAR,2021,5900,Petrol,Manual,First,1439000
Maruti Swift,2017,80776,Diesel,Manual,First,616000
Hyundai Elite i20,2015,46801,Petrol,Manual,First,506000
Maruti S Cross,2020,21540,Petrol,Manual,First,1162000
Skoda Rapid,2018,7704,Petrol,Manual,First,668000
Maruti ALTO 800,2014,65524,CNG,Manual,First,321000
HYUNDAI I20,2013,82360,Petrol,Manual,First,415000
Renault Kwid,2016,40870,Petrol,Automatic,Second,283000
Maruti Ertiga,2018,67739,Diesel,Manual,First,1033000
Hyundai i10,2011,30757,Petrol,Manual,First,287000
Hyundai Creta,2016,56753,Petrol,Manual,First,886000
Tata Zest,2014,47710,Petrol,Manual,Second,417000
Hyundai i20,2014,43372,Petrol,Manual,First,417000
Maruti Alto 800,2014,47576,CNG,Manual,First,338000
Hyundai Eon,2013,10048,Petrol,Manual,Second,224000
Maruti Swift,2018,16736,Petrol,Manual,First,644000
Datsun Redi Go,2016,53514,Petrol,Manual,First,212000
Maruti Swift,2012,83250,Diesel,Manual,First,449000
HONDA BRIO,2013,62642,Petrol,Manual,First,319000
Maruti Alto K10,2012,34579,Petrol,Manual,Third,193000
MAHINDRA THAR,2021,5900,Petrol,Manual,First,1439000
Maruti Swift,2017,80776,Diesel,Manual,First,616000
Hyundai Elite i20,2015,46801,Petrol,Manual,First,506000
Maruti S Cross,2020,21540,Petrol,Manual,First,1162000
Skoda Rapid,2018,7704,Petrol,Manual,First,668000
Maruti ALTO 800,2014,65524,CNG,Manual,First,321000
HYUNDAI I20,2013,82360,Petrol,Manual,First,415000
Renault Kwid,2016,40870,Petrol,Automatic,Second,283000
Maruti Ertiga,2018,67739,Diesel,Manual,First,1033000
Hyundai i10,2011,30757,Petrol,Manual,First,287000
Hyundai Creta,2016,56753,Petrol,Manual,First,886000
Tata Zest,2014,47710,Petrol,Manual,Second,417000
Hyundai i20,2014,43372,Petrol,Manual,First,417000
Maruti Alto 800,2014,47576,CNG,Manual,First,338000
Hyundai Eon,2013,10048,Petrol,Manual,Second,224000
Maruti Swift,2018,16736,Petrol,Manual,First,644000
Datsun Redi Go,2016,53514,Petrol,Manual,First,212000
Maruti Swift,2012,83250,Diesel,Manual,First,449000
HONDA BRIO,2013,62642,Petrol,Manual,First,319000
Maruti Alto K10,2012,34579,Petrol,Manual,Third,193000
MAHINDRA THAR,2021,5900,Petrol,Manual,First,1439000
Maruti Swift,2017,80776,Diesel,Manual,First,616000
Hyundai Elite i20,2015,46801,Petrol,Manual,First,506000
Maruti S Cross,2020,21540,Petrol,Manual,First,1162000
Skoda Rapid,2018,7704,Petrol,Manual,First,668000
Maruti ALTO 800,2014,65524,CNG,Manual,First,321000
HYUNDAI I20,2013,82360,Petrol,Manual,First,415000
Renault Kwid,2016,40870,Petrol,Automatic,Second,283000
Maruti Ertiga,2018,67739,Diesel,Manual,First,1033000
Hyundai i10,2011,30757,Petrol,Manual,First,287000
Hyundai Creta,2016,56753,Petrol,Manual,First,886000
Tata Zest,2014,47710,Petrol,Manual,Second,417000
Hyundai i20,2014,43372,Petrol,Manual,First,417000
Maruti Alto 800,2014,47576,CNG,Manual,First,338000
Hyundai Eon,2013,10048,Petrol,Manual,Second,224000
Maruti Swift,2018,16736,Petrol,Manual,First,644000
Datsun Redi Go,2016,53514,Petrol,Manual,First,212000
Maruti Swift,2012,83250,Diesel,Manual,First,449000
HONDA BRIO,2013,62642,Petrol,Manual,First,319000
Maruti Alto K10,2012,34579,Petrol,Manual,Third,193000
MAHINDRA THAR,2021,5900,Petrol,Manual,First,1439000
Maruti Swift,2017,80776,Diesel,Manual,First,616000
Hyundai Elite i20,2015,46801,Petrol,Manual,First,506000
Maruti S Cross,2020,21540,Petrol,Manual,First,1162000
Skoda Rapid,2018,7704,Petrol,Manual,First,668000
Maruti ALTO 800,2014,65524,CNG,Manual,First,321000
HYUNDAI I20,2013,82360,Petrol,Manual,First,415000
Renault Kwid,2016,40870,Petrol,Automatic,Second,283000
Maruti Ertiga,2018,67739,Diesel,Manual,First,1033000
Hyundai i10,2011,30757,Petrol,Manual,First,287000
Hyundai Creta,2016,56753,Petrol,Manual,First,886000
Tata Zest,2014,47710,Petrol,Manual,Second,417000
Hyundai i20,2014,43372,Petrol,Manual,First,417000
Maruti Alto 800,2014,47576,CNG,Manual,First,338000
Hyundai Eon,2013,10048,Petrol,Manual,Second,224000
Maruti Swift,2018,16736,Petrol,Manual,First,644000
Datsun Redi Go,2016,53514,Petrol,Manual,First,212000
Maruti Swift,2012,83250,Diesel,Manual,First,449000
HONDA BRIO,2013,62642,Petrol,Manual,First,319000
Maruti Alto K10,2012,34579,Petrol,Manual,Third,193000
MAHINDRA THAR,2021,5900,Petrol,Manual,First,1439000
Maruti Swift,2017,80776,Diesel,Manual,First,616000
Hyundai Elite i20,2015,46801,Petrol,Manual,First,506000
Maruti S Cross,2020,21540,Petrol,Manual,First,1162000
Skoda Rapid,2018,7704,Petrol,Manual,First,668000
Maruti ALTO 800,2014,65524,CNG,Manual,First,321000
HYUNDAI I20,2013,82360,Petrol,Manual,First,415000
Renault Kwid,2016,40870,Petrol,Automatic,Second,283000
Maruti Ertiga,2018,67739,Diesel,Manual,First,1033000
Hyundai i10,2011,30757,Petrol,Manual,First,287000
Hyundai Creta,2016,56753,Petrol,Manual,First,886000
Tata Zest,2014,47710,Petrol,Manual,Second,417000
Hyundai i20,2014,43372,Petrol,Manual,First,417000
Maruti Alto 800,2014,47576,CNG,Manual,First,338000
Hyundai Eon,2013,10048,Petrol,Manual,Second,224000
Maruti Swift,2018,16736,Petrol,Manual,First,644000
Datsun Redi Go,2016,53514,Petrol,Manual,First,212000
Maruti Swift,2012,83250,Diesel,Manual,First,449000
HONDA BRIO,2013,62642,Petrol,Manual,First,319000
Maruti Alto K10,2012,34579,Petrol,Manual,Third,193000
MAHINDRA THAR,2021,5900,Petrol,Manual,First,1439000
Maruti Swift,2017,80776,Diesel,Manual,First,616000
Hyundai Elite i20,2015,46801,Petrol,Manual,First,506000
Maruti S Cross,2020,21540,Petrol,Manual,First,1162000
Skoda Rapid,2018,7704,Petrol,Manual,First,668000
Maruti ALTO 800,2014,65524,CNG,Manual,First,321000
Maruti New Wagon-R,2020,32470,Petrol,Manual,First,499000
Honda Brio,2013,81399,Petrol,Manual,Second,300000
Honda Amaze,2018,90078,Diesel,Automatic,First,695000
Maruti Alto 800,2018,36319,Petrol,Manual,Second,295000
Tata Tiago,2021,38783,Petrol,Manual,First,588000
RENAULT KWID,2019,36991,Petrol,Manual,First,365000
Honda Amaze,2019,36481,Petrol,Manual,First,525000
Maruti Swift,2018,47126,Petrol,Manual,First,677000
Maruti BALENO,2019,43476,Petrol,Manual,Second,684000
HYUNDAI ELITE I20,2018,68610,Petrol,Manual,First,582000
Tata Harrier,2022,10207,Diesel,Manual,First,2077000
Maruti S Cross,2020,16029,Petrol,Manual,First,858000
Hyundai VENUE,2021,13385,Petrol,Manual,First,1105000
Maruti EECO,2022,53817,Petrol,Manual,First,512000
KIA SONET,2022,1455,Diesel,Manual,First,1261000
Maruti Dzire,2020,2946,Petrol,Manual,First,724000
HYUNDAI CRETA,2018,71595,Diesel,Manual,First,1136000
Hyundai i20,2011,33018,Petrol,Manual,First,331000
Maruti New Wagon-R,2019,75569,CNG,Manual,First,467000
HONDA WR-V,2021,36525,Petrol,Manual,First,744000
Maruti New Wagon-R,2020,32470,Petrol,Manual,First,499000
Honda Brio,2013,81399,Petrol,Manual,Second,300000
Honda Amaze,2018,90078,Diesel,Automatic,First,695000
Maruti Alto 800,2018,36319,Petrol,Manual,Second,295000
Tata Tiago,2021,38783,Petrol,Manual,First,588000
RENAULT KWID,2019,36991,Petrol,Manual,First,365000
Honda Amaze,2019,36481,Petrol,Manual,First,525000
Maruti Swift,2018,47126,Petrol,Manual,First,677000
Maruti BALENO,2019,43476,Petrol,Manual,Second,684000
HYUNDAI ELITE I20,2018,68610,Petrol,Manual,First,582000
Tata Harrier,2022,10207,Diesel,Manual,First,2077000
Maruti S Cross,2020,16029,Petrol,Manual,First,858000
Hyundai VENUE,2021,13385,Petrol,Manual,First,1105000
Maruti EECO,2022,53817,Petrol,Manual,First,512000
KIA SONET,2022,1455,Diesel,Manual,First,1261000
Maruti Dzire,2020,2946,Petrol,Manual,First,724000
HYUNDAI CRETA,2018,71595,Diesel,Manual,First,1136000
Hyundai i20,2011,33018,Petrol,Manual,First,331000
Maruti New Wagon-R,2019,75569,CNG,Manual,First,467000
HONDA WR-V,2021,36525,Petrol,Manual,First,744000
Maruti New Wagon-R,2020,32470,Petrol,Manual,First,499000
Honda Brio,2013,81399,Petrol,Manual,Second,300000
Honda Amaze,2018,90078,Diesel,Automatic,First,695000
Maruti Alto 800,2018,36319,Petrol,Manual,Second,295000
Tata Tiago,2021,38783,Petrol,Manual,First,588000
RENAULT KWID,2019,36991,Petrol,Manual,First,365000
Honda Amaze,2019,36481,Petrol,Manual,First,525000
Maruti Swift,2018,47126,Petrol,Manual,First,677000
Maruti BALENO,2019,43476,Petrol,Manual,Second,684000
HYUNDAI ELITE I20,2018,68610,Petrol,Manual,First,582000
Tata Harrier,2022,10207,Diesel,Manual,First,2077000
Maruti S Cross,2020,16029,Petrol,Manual,First,858000
Hyundai VENUE,2021,13385,Petrol,Manual,First,1105000
Maruti EECO,2022,53817,Petrol,Manual,First,512000
KIA SONET,2022,1455,Diesel,Manual,First,1261000
Maruti Dzire,2020,2946,Petrol,Manual,First,724000
HYUNDAI CRETA,2018,71595,Diesel,Manual,First,1136000
Hyundai i20,2011,33018,Petrol,Manual,First,331000
Maruti New Wagon-R,2019,75569,CNG,Manual,First,467000
HONDA WR-V,2021,36525,Petrol,Manual,First,744000
Maruti New Wagon-R,2020,32470,Petrol,Manual,First,499000
Honda Brio,2013,81399,Petrol,Manual,Second,300000
Honda Amaze,2018,90078,Diesel,Automatic,First,695000
Maruti Alto 800,2018,36319,Petrol,Manual,Second,295000
Tata Tiago,2021,38783,Petrol,Manual,First,588000
RENAULT KWID,2019,36991,Petrol,Manual,First,365000
Honda Amaze,2019,36481,Petrol,Manual,First,525000
Maruti Swift,2018,47126,Petrol,Manual,First,677000
Maruti BALENO,2019,43476,Petrol,Manual,Second,684000
HYUNDAI ELITE I20,2018,68610,Petrol,Manual,First,582000
Tata Harrier,2022,10207,Diesel,Manual,First,2077000
Maruti S Cross,2020,16029,Petrol,Manual,First,858000
Hyundai VENUE,2021,13385,Petrol,Manual,First,1105000
Maruti EECO,2022,53817,Petrol,Manual,First,512000
KIA SONET,2022,1455,Diesel,Manual,First,1261000
Maruti Dzire,2020,2946,Petrol,Manual,First,724000
HYUNDAI CRETA,2018,71595,Diesel,Manual,First,1136000
Hyundai i20,2011,33018,Petrol,Manual,First,331000
Maruti New Wagon-R,2019,75569,CNG,Manual,First,467000
HONDA WR-V,2021,36525,Petrol,Manual,First,744000
Maruti New Wagon-R,2020,32470,Petrol,Manual,First,499000
Honda Brio,2013,81399,Petrol,Manual,Second,300000
Honda Amaze,2018,90078,Diesel,Automatic,First,695000
Maruti Alto 800,2018,36319,Petrol,Manual,Second,295000
Tata Tiago,2021,38783,Petrol,Manual,First,588000
RENAULT KWID,2019,36991,Petrol,Manual,First,365000
Honda Amaze,2019,36481,Petrol,Manual,First,525000
Maruti Swift,2018,47126,Petrol,Manual,First,677000
Maruti BALENO,2019,43476,Petrol,Manual,Second,684000
HYUNDAI ELITE I20,2018,68610,Petrol,Manual,First,582000
Tata Harrier,2022,10207,Diesel,Manual,First,2077000
Maruti S Cross,2020,16029,Petrol,Manual,First,858000
Hyundai VENUE,2021,13385,Petrol,Manual,First,1105000
Maruti EECO,2022,53817,Petrol,Manual,First,512000
KIA SONET,2022,1455,Diesel,Manual,First,1261000
Maruti Dzire,2020,2946,Petrol,Manual,First,724000
HYUNDAI CRETA,2018,71595,Diesel,Manual,First,1136000
Hyundai i20,2011,33018,Petrol,Manual,First,331000
Maruti New Wagon-R,2019,75569,CNG,Manual,First,467000
HONDA WR-V,2021,36525,Petrol,Manual,First,744000
Maruti New Wagon-R,2020,32470,Petrol,Manual,First,499000
Honda Brio,2013,81399,Petrol,Manual,Second,300000
Honda Amaze,2018,90078,Diesel,Automatic,First,695000
Maruti Alto 800,2018,36319,Petrol,Manual,Second,295000
Tata Tiago,2021,38783,Petrol,Manual,First,588000
RENAULT KWID,2019,36991,Petrol,Manual,First,365000
Honda Amaze,2019,36481,Petrol,Manual,First,525000
Maruti Swift,2018,47126,Petrol,Manual,First,677000
Maruti BALENO,2019,43476,Petrol,Manual,Second,684000
HYUNDAI ELITE I20,2018,68610,Petrol,Manual,First,582000
Tata Harrier,2022,10207,Diesel,Manual,First,2077000
Maruti S Cross,2020,16029,Petrol,Manual,First,858000
Hyundai VENUE,2021,13385,Petrol,Manual,First,1105000
Maruti EECO,2022,53817,Petrol,Manual,First,512000
KIA SONET,2022,1455,Diesel,Manual,First,1261000
Maruti Dzire,2020,2946,Petrol,Manual,First,724000
HYUNDAI CRETA,2018,71595,Diesel,Manual,First,1136000
Hyundai i20,2011,33018,Petrol,Manual,First,331000
Maruti New Wagon-R,2019,75569,CNG,Manual,First,467000
HONDA WR-V,2021,36525,Petrol,Manual,First,744000
Maruti New Wagon-R,2020,32470,Petrol,Manual,First,499000
Honda Brio,2013,81399,Petrol,Manual,Second,300000
Honda Amaze,2018,90078,Diesel,Automatic,First,695000
Maruti Alto 800,2018,36319,Petrol,Manual,Second,295000
Tata Tiago,2021,38783,Petrol,Manual,First,588000
RENAULT KWID,2019,36991,Petrol,Manual,First,365000
Honda Amaze,2019,36481,Petrol,Manual,First,525000
Maruti Swift,2018,47126,Petrol,Manual,First,677000
Maruti BALENO,2019,43476,Petrol,Manual,Second,684000
HYUNDAI ELITE I20,2018,68610,Petrol,Manual,First,582000
Tata Harrier,2022,10207,Diesel,Manual,First,2077000
Maruti S Cross,2020,16029,Petrol,Manual,First,858000
Hyundai VENUE,2021,13385,Petrol,Manual,First,1105000
Maruti EECO,2022,53817,Petrol,Manual,First,512000
KIA SONET,2022,1455,Diesel,Manual,First,1261000
Maruti Dzire,2020,2946,Petrol,Manual,First,724000
HYUNDAI CRETA,2018,71595,Diesel,Manual,First,1136000
Hyundai i20,2011,33018,Petrol,Manual,First,331000
Maruti New Wagon-R,2019,75569,CNG,Manual,First,467000
HONDA WR-V,2021,36525,Petrol,Manual,First,744000
Maruti New Wagon-R,2020,32470,Petrol,Manual,First,499000
Honda Brio,2013,81399,Petrol,Manual,Second,300000
Honda Amaze,2018,90078,Diesel,Automatic,First,695000
Maruti Alto 800,2018,36319,Petrol,Manual,Second,295000
Tata Tiago,2021,38783,Petrol,Manual,First,588000
RENAULT KWID,2019,36991,Petrol,Manual,First,365000
Honda Amaze,2019,36481,Petrol,Manual,First,525000
Maruti Swift,2018,47126,Petrol,Manual,First,677000
Maruti BALENO,2019,43476,Petrol,Manual,Second,684000
HYUNDAI ELITE I20,2018,68610,Petrol,Manual,First,582000
Tata Harrier,2022,10207,Diesel,Manual,First,2077000
Maruti S Cross,2020,16029,Petrol,Manual,First,858000
Hyundai VENUE,2021,13385,Petrol,Manual,First,1105000
Maruti EECO,2022,53817,Petrol,Manual,First,512000
KIA SONET,2022,1455,Diesel,Manual,First,1261000
Maruti Dzire,2020,2946,Petrol,Manual,First,724000
HYUNDAI CRETA,2018,71595,Diesel,Manual,First,1136000
Hyundai i20,2011,33018,Petrol,Manual,First,331000
Maruti New Wagon-R,2019,75569,CNG,Manual,First,467000
HONDA WR-V,2021,36525,Petrol,Manual,First,744000
Maruti New Wagon-R,2020,32470,Petrol,Manual,First,499000
Honda Brio,2013,81399,Petrol,Manual,Second,300000
Honda Amaze,2018,90078,Diesel,Automatic,First,695000
Maruti Alto 800,2018,36319,Petrol,Manual,Second,295000
Tata Tiago,2021,38783,Petrol,Manual,First,588000
RENAULT KWID,2019,36991,Petrol,Manual,First,365000
Honda Amaze,2019,36481,Petrol,Manual,First,525000
Maruti Swift,2018,47126,Petrol,Manual,First,677000
Maruti BALENO,2019,43476,Petrol,Manual,Second,684000
HYUNDAI ELITE I20,2018,68610,Petrol,Manual,First,582000
Tata Harrier,2022,10207,Diesel,Manual,First,2077000
Maruti S Cross,2020,16029,Petrol,Manual,First,858000
Hyundai VENUE,2021,13385,Petrol,Manual,First,1105000
Maruti EECO,2022,53817,Petrol,Manual,First,512000
KIA SONET,2022,1455,Diesel,Manual,First,1261000
Maruti Dzire,2020,2946,Petrol,Manual,First,724000
HYUNDAI CRETA,2018,71595,Diesel,Manual,First,1136000
Hyundai i20,2011,33018,Petrol,Manual,First,331000
Maruti New Wagon-R,2019,75569,CNG,Manual,First,467000
HONDA WR-V,2021,36525,Petrol,Manual,First,744000
Maruti New Wagon-R,2020,32470,Petrol,Manual,First,499000
Honda Brio,2013,81399,Petrol,Manual,Second,300000
Honda Amaze,2018,90078,Diesel,Automatic,First,695000
Maruti Alto 800,2018,36319,Petrol,Manual,Second,295000
Tata Tiago,2021,38783,Petrol,Manual,First,588000
RENAULT KWID,2019,36991,Petrol,Manual,First,365000
Honda Amaze,2019,36481,Petrol,Manual,First,525000
Maruti Swift,2018,47126,Petrol,Manual,First,677000
Maruti BALENO,2019,43476,Petrol,Manual,Second,684000
HYUNDAI ELITE I20,2018,68610,Petrol,Manual,First,582000
Tata Harrier,2022,10207,Diesel,Manual,First,2077000
Maruti S Cross,2020,16029,Petrol,Manual,First,858000
Hyundai VENUE,2021,13385,Petrol,Manual,First,1105000
Maruti EECO,2022,53817,Petrol,Manual,First,512000
KIA SONET,2022,1455,Diesel,Manual,First,1261000
Maruti Dzire,2020,2946,Petrol,Manual,First,724000
HYUNDAI CRETA,2018,71595,Diesel,Manual,First,1136000
Hyundai i20,2011,33018,Petrol,Manual,First,331000
Maruti New Wagon-R,2019,75569,CNG,Manual,First,467000
HONDA WR-V,2021,36525,Petrol,Manual,First,744000
Maruti New Wagon-R,2020,32470,Petrol,Manual,First,499000
Honda Brio,2013,81399,Petrol,Manual,Second,300000
Honda Amaze,2018,90078,Diesel,Automatic,First,695000
Maruti Alto 800,2018,36319,Petrol,Manual,Second,295000
